,0,1
418,0,1
419,0,1
420,1,0
421,0,1
422,1,0
423,0,1
424,1,0
425,1,0
426,0,1
427,1,0
428,0,1
429,1,0
430,1,0
431,1,0
432,0,1
433,1,0
434,0,1
435,0,1
436,0,1
437,1,0
438,1,0
439,1,0
440,0,1
441,0,1
442,0,1
443,1,0
444,0,1
445,0,1
446,0,1
447,0,1
448,1,0
449,1,0
450,1,0
451,0,1
452,0,1
453,1,0
454,1,0
455,0,1
456,1,0
457,1,0
458,1,0
459,0,1
460,0,1
461,1,0
462,0,1
463,1,0
464,0,1
465,1,0
466,0,1
467,1,0
468,0,1
469,0,1
470,0,1
471,0,1
472,0,1
473,0,1
474,0,1
475,0,1
476,0,1
477,0,1
478,1,0
479,0,1
480,0,1
481,1,0
482,0,1
483,1,0
484,0,1
485,1,0
486,1,0
487,1,0
488,1,0
489,1,0
490,0,1
491,0,1
492,0,1
493,0,1
494,1,0
495,0,1
496,0,1
497,1,0
498,0,1
499,0,1
500,1,0
501,0,1
502,1,0
503,0,1
504,0,1
505,0,1
506,0,1
507,0,1
508,0,1
509,0,1
510,0,1
511,1,0
512,0,1
513,1,0
514,0,1
515,0,1
516,0,1
517,0,1
518,1,0
519,0,1
520,0,1
521,1,0
522,0,1
523,0,1
524,1,0
525,0,1
526,0,1
527,1,0
528,0,1
529,0,1
530,1,0
531,0,1
532,0,1
533,0,1
534,1,0
535,0,1
536,1,0
537,0,1
538,0,1
539,1,0
540,1,0
541,0,1
542,0,1
543,0,1
544,0,1
545,1,0
546,0,1
547,1,0
548,0,1
549,0,1
550,0,1
551,0,1
552,0,1
553,1,0
554,0,1
555,1,0
556,1,0
557,0,1
558,1,0
559,0,1
560,0,1
561,1,0
562,1,0
563,1,0
564,0,1
565,1,0
566,1,0
567,0,1
568,1,0
569,0,1
570,1,0
571,1,0
572,0,1
573,0,1
574,1,0
575,1,0
576,0,1
577,1,0
578,1,0
579,0,1
580,1,0
581,1,0
582,0,1
583,0,1
584,0,1
585,0,1
586,0,1
587,0,1
588,1,0
589,1,0
590,0,1
591,1,0
592,1,0
593,1,0
594,1,0
595,0,1
596,0,1
597,0,1
598,0,1
599,0,1
600,0,1
601,0,1
602,1,0
603,0,1
604,1,0
605,0,1
606,0,1
607,0,1
608,1,0
609,0,1
610,0,1
611,0,1
612,1,0
613,1,0
614,1,0
615,1,0
616,1,0
617,0,1
618,0,1
619,1,0
620,1,0
621,0,1
622,1,0
623,1,0
624,1,0
625,0,1
626,0,1
627,1,0
628,1,0
629,1,0
630,0,1
631,0,1
632,0,1
633,0,1
634,0,1
635,0,1
636,0,1
637,1,0
638,0,1
639,1,0
640,0,1
641,1,0
642,0,1
643,0,1
644,1,0
645,1,0
646,1,0
647,0,1
648,1,0
649,1,0
650,1,0
651,0,1
652,0,1
653,0,1
654,0,1
655,0,1
656,0,1
657,0,1
658,1,0
659,0,1
660,1,0
661,0,1
662,0,1
663,0,1
664,0,1
665,1,0
666,1,0
667,0,1
668,1,0
669,0,1
670,1,0
671,0,1
672,0,1
673,0,1
674,0,1
675,0,1
676,0,1
677,1,0
678,0,1
679,1,0
680,0,1
681,0,1
682,1,0
683,0,1
684,1,0
685,1,0
686,1,0
687,1,0
688,0,1
689,1,0
690,0,1
691,0,1
692,0,1
693,0,1
694,0,1
695,0,1
696,0,1
697,0,1
698,1,0
699,0,1
700,1,0
701,0,1
702,0,1
703,1,0
704,0,1
705,0,1
706,1,0
707,0,1
708,1,0
709,1,0
710,0,1
711,1,0
712,0,1
713,1,0
714,1,0
715,0,1
716,1,0
717,1,0
718,0,1
719,0,1
720,1,0
721,1,0
722,0,1
723,0,1
724,0,1
725,0,1
726,1,0
727,1,0
728,1,0
729,0,1
730,0,1
731,0,1
732,0,1
733,1,0
734,0,1
735,0,1
736,1,0
737,0,1
738,0,1
739,0,1
740,0,1
741,0,1
742,0,1
743,1,0
744,0,1
745,0,1
746,1,0
747,1,0
748,0,1
749,0,1
750,0,1
751,1,0
752,0,1
753,1,0
754,0,1
755,1,0
756,0,1
757,1,0
758,0,1
759,0,1
760,0,1
761,1,0
762,0,1
763,1,0
764,1,0
765,1,0
766,0,1
767,0,1
768,1,0
769,1,0
770,0,1
771,0,1
772,1,0
773,1,0
774,0,1
775,0,1
776,1,0
777,1,0
778,0,1
779,0,1
780,0,1
781,1,0
782,1,0
783,0,1
784,0,1
785,1,0
786,0,1
787,1,0
788,0,1
789,0,1
790,0,1
791,0,1
792,0,1
793,1,0
794,0,1
795,1,0
796,1,0
797,1,0
798,0,1
799,1,0
800,1,0
801,0,1
802,0,1
803,0,1
804,0,1
805,0,1
806,0,1
807,1,0
808,0,1
809,0,1
810,0,1
811,0,1
812,1,0
813,1,0
814,1,0
815,0,1
816,0,1
817,0,1
818,1,0
819,0,1
820,0,1
821,1,0
822,0,1
823,0,1
824,0,1
825,0,1
826,0,1
827,1,0
828,0,1
829,0,1
830,0,1
831,0,1
832,0,1
833,1,0
834,0,1
835,1,0
836,0,1
837,1,0
838,0,1
839,0,1
840,1,0
841,0,1
842,0,1
843,1,0
844,0,1
845,0,1
846,0,1
847,0,1
848,1,0
849,0,1
850,0,1
851,0,1
852,0,1
853,0,1
854,1,0
855,0,1
856,0,1
857,0,1
858,0,1
859,1,0
860,1,0
861,0,1
862,0,1
863,0,1
864,0,1
865,1,0
866,1,0
867,0,1
868,1,0
869,1,0
870,1,0
871,0,1
872,1,0
873,1,0
874,1,0
875,1,0
876,1,0
877,0,1
878,1,0
879,0,1
880,1,0
881,0,1
882,0,1
883,1,0
884,1,0
885,1,0
886,0,1
887,0,1
888,1,0
889,0,1
890,1,0
891,0,1
892,0,1
893,1,0
894,1,0
895,0,1
896,0,1
897,0,1
898,0,1
899,0,1
900,0,1
901,1,0
902,0,1
903,0,1
904,0,1
905,0,1
906,0,1
907,0,1
908,0,1
909,0,1
910,0,1
911,1,0
912,0,1
913,1,0
914,0,1
915,1,0
916,0,1
917,1,0
918,0,1
919,0,1
920,0,1
921,1,0
922,0,1
923,0,1
924,1,0
925,0,1
926,1,0
927,1,0
928,0,1
929,1,0
930,1,0
931,0,1
932,0,1
933,0,1
934,0,1
935,0,1
936,0,1
937,1,0
938,0,1
939,1,0
940,0,1
941,0,1
942,0,1
943,1,0
944,1,0
945,0,1
946,0,1
947,1,0
948,0,1
949,0,1
950,1,0
951,0,1
952,0,1
953,0,1
954,0,1
955,0,1
956,0,1
957,1,0
958,1,0
959,0,1
960,0,1
961,0,1
962,0,1
963,1,0
964,1,0
965,1,0
966,0,1
967,1,0
968,1,0
969,0,1
970,1,0
971,1,0
972,1,0
973,0,1
974,0,1
975,1,0
976,0,1
977,0,1
978,0,1
979,1,0
980,0,1
981,0,1
982,0,1
983,1,0
984,0,1
985,0,1
986,1,0
987,0,1
988,0,1
989,0,1
990,1,0
991,1,0
992,0,1
993,0,1
994,0,1
995,0,1
996,0,1
997,0,1
998,0,1
999,0,1
1000,0,1
1001,1,0
1002,0,1
1003,1,0
1004,1,0
1005,0,1
1006,1,0
1007,1,0
1008,1,0
1009,0,1
1010,0,1
1011,0,1
1012,0,1
1013,0,1
1014,1,0
1015,0,1
1016,1,0
1017,0,1
1018,0,1
1019,1,0
1020,0,1
1021,0,1
1022,0,1
1023,0,1
1024,1,0
1025,0,1
1026,1,0
1027,0,1
1028,0,1
1029,0,1
1030,0,1
1031,1,0
1032,1,0
1033,1,0
1034,0,1
1035,1,0
1036,0,1
1037,0,1
1038,0,1
1039,0,1
1040,0,1
1041,0,1
1042,1,0
1043,1,0
1044,0,1
1045,0,1
1046,1,0
1047,0,1
1048,1,0
1049,0,1
1050,0,1
1051,0,1
1052,0,1
1053,1,0
1054,0,1
1055,0,1
1056,1,0
1057,1,0
1058,0,1
1059,0,1
1060,0,1
1061,0,1
1062,1,0
1063,1,0
1064,0,1
1065,0,1
1066,0,1
1067,1,0
1068,0,1
1069,0,1
1070,1,0
1071,1,0
1072,1,0
1073,1,0
1074,0,1
1075,0,1
1076,0,1
1077,0,1
1078,1,0
1079,0,1
1080,1,0
1081,0,1
1082,0,1
1083,1,0
1084,0,1
1085,0,1
1086,1,0
1087,0,1
1088,0,1
1089,1,0
1090,1,0
1091,0,1
1092,1,0
1093,0,1
1094,0,1
1095,1,0
1096,0,1
1097,1,0
1098,0,1
1099,0,1
1100,1,0
1101,0,1
1102,1,0
1103,1,0
1104,0,1
1105,0,1
1106,1,0
1107,0,1
1108,0,1
1109,0,1
1110,0,1
1111,0,1
1112,1,0
1113,0,1
1114,1,0
1115,1,0
1116,0,1
1117,1,0
1118,1,0
1119,0,1
1120,1,0
1121,0,1
1122,0,1
1123,0,1
1124,1,0
1125,0,1
1126,0,1
1127,0,1
1128,0,1
1129,0,1
1130,1,0
1131,1,0
1132,1,0
1133,1,0
1134,0,1
1135,1,0
1136,1,0
1137,1,0
1138,0,1
1139,0,1
1140,0,1
1141,1,0
1142,1,0
1143,0,1
1144,1,0
1145,0,1
1146,1,0
1147,1,0
1148,0,1
1149,1,0
1150,0,1
1151,0,1
1152,0,1
1153,0,1
1154,0,1
1155,0,1
1156,1,0
1157,1,0
1158,0,1
1159,0,1
1160,0,1
1161,1,0
1162,0,1
1163,0,1
1164,0,1
1165,0,1
1166,0,1
1167,0,1
1168,0,1
1169,0,1
1170,0,1
1171,0,1
1172,0,1
1173,1,0
1174,1,0
1175,1,0
1176,1,0
1177,0,1
1178,1,0
1179,1,0
1180,0,1
1181,0,1
1182,1,0
1183,0,1
1184,1,0
1185,1,0
1186,0,1
1187,0,1
1188,0,1
1189,1,0
1190,1,0
1191,0,1
1192,0,1
1193,0,1
1194,0,1
1195,0,1
1196,1,0
1197,0,1
1198,0,1
1199,0,1
1200,0,1
1201,0,1
1202,0,1
1203,0,1
1204,1,0
1205,0,1
1206,1,0
1207,0,1
1208,1,0
1209,0,1
1210,0,1
1211,0,1
1212,0,1
1213,1,0
1214,0,1
1215,1,0
1216,0,1
1217,1,0
1218,0,1
1219,1,0
1220,0,1
1221,0,1
1222,0,1
1223,1,0
1224,0,1
1225,1,0
1226,1,0
1227,1,0
1228,1,0
1229,0,1
1230,1,0
1231,0,1
1232,0,1
1233,0,1
1234,1,0
1235,0,1
1236,0,1
1237,0,1
1238,1,0
1239,1,0
1240,0,1
1241,0,1
1242,1,0
1243,0,1
1244,0,1
1245,1,0
1246,1,0
1247,1,0
1248,1,0
1249,0,1
1250,0,1
1251,1,0
1252,1,0
1253,0,1
1254,0,1
1255,0,1
1256,1,0
1257,1,0
1258,1,0
1259,1,0
1260,0,1
1261,0,1
1262,0,1
1263,0,1
1264,0,1
1265,0,1
1266,1,0
1267,1,0
1268,0,1
1269,0,1
1270,0,1
1271,1,0
1272,1,0
1273,1,0
1274,0,1
1275,1,0
1276,1,0
1277,1,0
1278,1,0
1279,1,0
1280,0,1
1281,0,1
1282,0,1
1283,1,0
1284,0,1
1285,0,1
1286,1,0
1287,1,0
1288,0,1
1289,1,0
1290,0,1
1291,0,1
1292,0,1
1293,1,0
1294,0,1
1295,1,0
1296,1,0
1297,0,1
1298,1,0
1299,0,1
1300,0,1
1301,1,0
1302,0,1
1303,1,0
1304,0,1
1305,0,1
1306,1,0
1307,1,0
1308,0,1
1309,0,1
1310,1,0
1311,1,0
1312,0,1
1313,0,1
1314,1,0
1315,1,0
1316,0,1
1317,0,1
1318,0,1
1319,1,0
1320,1,0
1321,0,1
1322,0,1
1323,1,0
1324,0,1
1325,0,1
1326,0,1
1327,0,1
1328,0,1
1329,1,0
1330,0,1
1331,0,1
1332,0,1
1333,0,1
1334,1,0
1335,1,0
1336,0,1
1337,1,0
1338,0,1
1339,1,0
1340,0,1
1341,0,1
1342,0,1
1343,1,0
1344,0,1
1345,1,0
1346,1,0
1347,0,1
1348,1,0
1349,0,1
1350,0,1
1351,0,1
1352,0,1
1353,1,0
1354,0,1
1355,1,0
1356,1,0
1357,0,1
1358,0,1
1359,0,1
1360,1,0
1361,0,1
1362,0,1
1363,1,0
1364,0,1
1365,0,1
1366,0,1
1367,0,1
1368,0,1
1369,0,1
1370,0,1
1371,1,0
1372,1,0
1373,1,0
1374,0,1
1375,0,1
1376,1,0
1377,0,1
1378,0,1
1379,1,0
1380,1,0
1381,1,0
1382,1,0
1383,1,0
1384,0,1
1385,0,1
1386,1,0
1387,0,1
1388,0,1
1389,0,1
1390,1,0
1391,0,1
1392,1,0
1393,0,1
1394,0,1
1395,1,0
1396,0,1
1397,1,0
1398,0,1
1399,1,0
1400,0,1
1401,0,1
1402,1,0
1403,0,1
1404,0,1
1405,1,0
1406,0,1
1407,0,1
1408,0,1
1409,0,1
1410,0,1
1411,0,1
1412,0,1
1413,1,0
1414,0,1
1415,0,1
1416,1,0
1417,0,1
1418,0,1
1419,0,1
1420,1,0
1421,1,0
1422,1,0
1423,1,0
1424,0,1
1425,1,0
1426,0,1
1427,0,1
1428,0,1
1429,0,1
1430,0,1
1431,0,1
1432,1,0
1433,1,0
1434,0,1
1435,1,0
1436,0,1
1437,1,0
1438,0,1
1439,1,0
1440,0,1
1441,1,0
1442,0,1
1443,0,1
1444,1,0
1445,1,0
1446,0,1
1447,0,1
1448,0,1
1449,1,0
1450,1,0
1451,0,1
1452,0,1
1453,1,0
1454,1,0
1455,0,1
1456,1,0
1457,0,1
1458,0,1
1459,1,0
1460,0,1
1461,1,0
1462,0,1
1463,0,1
1464,0,1
1465,0,1
1466,0,1
1467,1,0
1468,0,1
1469,0,1
1470,0,1
1471,0,1
1472,0,1
1473,1,0
1474,0,1
1475,1,0
1476,1,0
1477,0,1
1478,0,1
1479,0,1
1480,0,1
1481,0,1
1482,1,0
1483,1,0
1484,1,0
1485,0,1
1486,0,1
1487,1,0
1488,0,1
1489,0,1
1490,0,1
1491,0,1
1492,0,1
1493,0,1
1494,0,1
1495,0,1
1496,1,0
1497,0,1
1498,0,1
1499,0,1
1500,0,1
1501,0,1
1502,1,0
1503,0,1
1504,0,1
1505,0,1
1506,0,1
1507,0,1
1508,0,1
1509,0,1
1510,0,1
1511,0,1
1512,1,0
1513,1,0
1514,0,1
1515,0,1
1516,0,1
1517,1,0
1518,0,1
1519,0,1
1520,0,1
1521,1,0
1522,0,1
1523,1,0
1524,0,1
1525,0,1
1526,0,1
1527,1,0
1528,0,1
1529,0,1
1530,1,0
1531,0,1
1532,0,1
1533,0,1
1534,0,1
1535,0,1
1536,1,0
1537,0,1
1538,0,1
1539,0,1
1540,1,0
1541,1,0
1542,1,0
1543,1,0
1544,1,0
1545,1,0
1546,1,0
1547,0,1
1548,0,1
1549,0,1
1550,1,0
1551,0,1
1552,0,1
1553,0,1
1554,1,0
1555,0,1
1556,0,1
1557,0,1
1558,0,1
1559,1,0
1560,0,1
1561,0,1
1562,0,1
1563,0,1
1564,0,1
1565,1,0
1566,0,1
1567,0,1
1568,0,1
1569,0,1
1570,0,1
1571,0,1
1572,0,1
1573,0,1
1574,1,0
1575,0,1
1576,0,1
1577,0,1
1578,0,1
1579,1,0
1580,1,0
1581,0,1
1582,1,0
1583,0,1
1584,1,0
1585,0,1
1586,1,0
1587,0,1
1588,1,0
1589,1,0
1590,0,1
1591,0,1
1592,0,1
1593,1,0
1594,0,1
1595,0,1
1596,1,0
1597,0,1
1598,1,0
1599,0,1
1600,0,1
1601,0,1
1602,0,1
1603,0,1
1604,0,1
1605,0,1
1606,1,0
1607,0,1
1608,0,1
1609,0,1
1610,0,1
1611,0,1
1612,0,1
1613,0,1
1614,0,1
1615,0,1
1616,1,0
1617,0,1
1618,0,1
1619,1,0
1620,0,1
1621,1,0
1622,1,0
1623,0,1
1624,0,1
1625,0,1
1626,1,0
1627,0,1
1628,0,1
1629,0,1
1630,0,1
1631,1,0
1632,1,0
1633,0,1
1634,1,0
1635,1,0
1636,0,1
1637,0,1
1638,0,1
1639,1,0
1640,0,1
1641,1,0
1642,0,1
1643,1,0
1644,0,1
1645,1,0
1646,1,0
1647,0,1
1648,1,0
1649,1,0
1650,1,0
1651,0,1
1652,1,0
1653,0,1
1654,0,1
1655,1,0
1656,0,1
1657,1,0
1658,0,1
1659,1,0
1660,1,0
1661,1,0
1662,1,0
1663,0,1
1664,1,0
1665,0,1
1666,0,1
1667,1,0
1668,1,0
1669,0,1
1670,0,1
1671,1,0
1672,1,0
1673,1,0
1674,1,0
1675,1,0
1676,0,1
1677,1,0
1678,0,1
1679,1,0
1680,1,0
1681,0,1
1682,0,1
1683,1,0
1684,0,1
1685,0,1
1686,0,1
1687,1,0
1688,1,0
1689,1,0
1690,0,1
1691,0,1
1692,0,1
1693,0,1
1694,0,1
1695,0,1
1696,0,1
1697,1,0
1698,0,1
1699,0,1
1700,0,1
1701,0,1
1702,1,0
1703,1,0
1704,0,1
1705,0,1
1706,0,1
1707,0,1
1708,1,0
1709,1,0
1710,0,1
1711,0,1
1712,0,1
1713,1,0
1714,1,0
1715,0,1
1716,0,1
1717,0,1
1718,0,1
1719,1,0
1720,0,1
1721,1,0
1722,0,1
1723,0,1
1724,1,0
1725,0,1
1726,1,0
1727,0,1
1728,1,0
1729,0,1
1730,0,1
1731,0,1
1732,0,1
1733,0,1
1734,1,0
1735,0,1
1736,1,0
1737,1,0
1738,0,1
1739,1,0
1740,0,1
1741,0,1
1742,1,0
1743,1,0
1744,1,0
1745,0,1
1746,0,1
1747,0,1
1748,1,0
1749,1,0
1750,0,1
1751,0,1
1752,0,1
1753,0,1
1754,1,0
1755,1,0
1756,1,0
1757,1,0
1758,0,1
1759,0,1
1760,0,1
1761,1,0
1762,1,0
1763,0,1
1764,0,1
1765,0,1
1766,0,1
1767,1,0
1768,1,0
1769,0,1
1770,1,0
1771,1,0
1772,0,1
1773,1,0
1774,0,1
1775,1,0
1776,0,1
1777,1,0
1778,0,1
1779,0,1
1780,0,1
1781,1,0
1782,1,0
1783,0,1
1784,1,0
1785,0,1
1786,0,1
1787,0,1
1788,0,1
1789,0,1
1790,0,1
1791,1,0
1792,1,0
1793,1,0
1794,1,0
1795,0,1
1796,1,0
1797,1,0
1798,0,1
1799,1,0
1800,0,1
1801,1,0
1802,0,1
1803,1,0
1804,1,0
1805,1,0
1806,0,1
1807,1,0
1808,0,1
1809,1,0
1810,0,1
1811,0,1
1812,0,1
1813,0,1
1814,0,1
1815,1,0
1816,1,0
1817,1,0
1818,1,0
1819,1,0
1820,0,1
1821,0,1
1822,0,1
1823,0,1
1824,0,1
1825,1,0
1826,1,0
1827,0,1
1828,1,0
1829,1,0
1830,0,1
1831,0,1
1832,0,1
1833,1,0
1834,0,1
1835,0,1
1836,0,1
1837,0,1
1838,1,0
1839,0,1
1840,1,0
1841,1,0
1842,0,1
1843,1,0
1844,0,1
1845,0,1
1846,0,1
1847,1,0
1848,0,1
1849,1,0
1850,0,1
1851,0,1
1852,0,1
1853,0,1
1854,1,0
1855,0,1
1856,0,1
1857,1,0
1858,0,1
1859,0,1
1860,0,1
1861,1,0
1862,0,1
1863,1,0
1864,0,1
1865,0,1
1866,0,1
1867,1,0
1868,1,0
1869,1,0
1870,0,1
1871,1,0
1872,0,1
1873,0,1
1874,1,0
1875,0,1
1876,1,0
1877,0,1
1878,1,0
1879,0,1
1880,0,1
1881,0,1
1882,0,1
1883,1,0
1884,0,1
1885,1,0
1886,0,1
1887,0,1
1888,1,0
1889,1,0
1890,0,1
1891,1,0
1892,1,0
1893,1,0
1894,1,0
1895,1,0
1896,0,1
1897,0,1
1898,0,1
1899,0,1
1900,0,1
1901,1,0
1902,1,0
1903,1,0
1904,0,1
1905,1,0
1906,0,1
1907,0,1
1908,0,1
1909,1,0
1910,1,0
1911,1,0
1912,0,1
1913,1,0
1914,0,1
1915,1,0
1916,1,0
1917,1,0
1918,1,0
1919,1,0
1920,0,1
1921,1,0
1922,0,1
1923,1,0
1924,0,1
1925,1,0
1926,0,1
1927,1,0
1928,0,1
1929,0,1
1930,1,0
1931,0,1
1932,0,1
1933,0,1
1934,0,1
1935,1,0
1936,1,0
1937,0,1
1938,0,1
1939,0,1
1940,0,1
1941,0,1
1942,0,1
1943,0,1
1944,0,1
1945,1,0
1946,0,1
1947,0,1
1948,1,0
1949,0,1
1950,0,1
1951,0,1
1952,0,1
1953,1,0
1954,1,0
1955,0,1
1956,1,0
1957,0,1
1958,0,1
1959,1,0
1960,1,0
1961,0,1
1962,1,0
1963,0,1
1964,0,1
1965,1,0
1966,1,0
1967,0,1
1968,1,0
1969,1,0
1970,0,1
1971,0,1
1972,0,1
1973,1,0
1974,0,1
1975,1,0
1976,1,0
1977,1,0
1978,1,0
1979,0,1
1980,1,0
1981,1,0
1982,0,1
1983,1,0
1984,0,1
1985,0,1
1986,1,0
1987,0,1
1988,0,1
1989,0,1
1990,1,0
1991,0,1
1992,1,0
1993,0,1
1994,0,1
1995,0,1
1996,1,0
1997,0,1
1998,0,1
1999,0,1
2000,0,1
2001,0,1
2002,0,1
2003,1,0
2004,0,1
2005,0,1
2006,0,1
2007,0,1
2008,0,1
2009,1,0
2010,1,0
2011,1,0
2012,0,1
2013,1,0
2014,0,1
2015,0,1
2016,0,1
2017,0,1
2018,0,1
2019,0,1
2020,0,1
2021,1,0
2022,1,0
2023,1,0
2024,0,1
2025,0,1
2026,0,1
2027,0,1
2028,1,0
2029,0,1
2030,0,1
2031,0,1
2032,0,1
2033,1,0
2034,1,0
2035,0,1
2036,1,0
2037,1,0
2038,1,0
2039,1,0
2040,1,0
2041,0,1
2042,1,0
2043,1,0
2044,0,1
2045,0,1
2046,0,1
2047,0,1
2048,1,0
2049,0,1
2050,0,1
2051,0,1
2052,0,1
2053,0,1
2054,1,0
2055,0,1
2056,1,0
2057,0,1
2058,1,0
2059,1,0
2060,0,1
2061,0,1
2062,0,1
2063,0,1
2064,0,1
2065,0,1
2066,0,1
2067,0,1
2068,1,0
2069,1,0
2070,0,1
2071,0,1
2072,0,1
2073,0,1
2074,0,1
2075,1,0
2076,0,1
2077,1,0
2078,0,1
2079,0,1
2080,1,0
2081,1,0
2082,0,1
2083,0,1
2084,1,0
2085,0,1
2086,0,1
2087,1,0
2088,0,1
2089,1,0
2090,0,1
2091,0,1
2092,0,1
2093,1,0
2094,1,0
2095,0,1
2096,1,0
2097,0,1
2098,1,0
2099,1,0
2100,0,1
2101,0,1
2102,1,0
2103,1,0
2104,1,0
2105,0,1
2106,0,1
2107,0,1
2108,1,0
2109,1,0
2110,0,1
2111,0,1
2112,0,1
2113,1,0
2114,0,1
2115,0,1
2116,0,1
2117,0,1
2118,0,1
2119,1,0
2120,1,0
2121,1,0
2122,0,1
2123,0,1
2124,0,1
2125,1,0
2126,1,0
2127,0,1
2128,1,0
2129,1,0
2130,0,1
2131,0,1
2132,0,1
2133,0,1
2134,1,0
2135,0,1
2136,0,1
2137,0,1
2138,1,0
2139,0,1
2140,1,0
